"full_name","description","html_url","language","stargazers_count","forks_count","created_at","updated_at"
"jesparza/peepdf","Powerful Python tool to analyze PDF documents","https://github.com/jesparza/peepdf","Python","1363","246","2015-04-13T20:47:46Z","2025-05-17T16:14:38Z"
"csmutz/pdfrate",,"https://github.com/csmutz/pdfrate","Perl","11","6","2018-01-11T03:32:47Z","2024-09-03T11:05:50Z"
"srndic/mimicus","A library for adversarial classifier evasion","https://github.com/srndic/mimicus","Python","42","23","2014-03-11T14:00:04Z","2025-05-07T10:37:18Z"
"uvasrg/EvadeML","An evolutionary framework for evading machine learning-based malware classifiers.","https://github.com/uvasrg/EvadeML","CSS","110","40","2015-12-09T22:22:09Z","2025-02-03T11:28:07Z"
"D4Vinci/Dr0p1t-Framework","A framework that create an advanced stealthy dropper that bypass most AVs and have a lot of tricks","https://github.com/D4Vinci/Dr0p1t-Framework","Python","1410","377","2017-02-11T21:24:11Z","2025-05-08T16:00:01Z"
"secretsquirrel/the-backdoor-factory","Patch PE, ELF, Mach-O binaries with shellcode new version in development, available only to sponsors","https://github.com/secretsquirrel/the-backdoor-factory","Python","3377","788","2013-05-30T01:04:24Z","2025-05-16T03:46:31Z"
"antonioCoco/ConPtyShell","ConPtyShell - Fully Interactive Reverse Shell for Windows","https://github.com/antonioCoco/ConPtyShell","PowerShell","1114","169","2019-09-13T22:11:18Z","2025-05-17T01:41:18Z"
"danielbohannon/Invoke-CradleCrafter","PowerShell Remote Download Cradle Generator & Obfuscator","https://github.com/danielbohannon/Invoke-CradleCrafter","PowerShell","837","162","2017-04-25T19:44:42Z","2025-05-08T19:13:51Z"
"api0cradle/UltimateAppLockerByPassList","The goal of this repository is to document the most common techniques to bypass AppLocker. ","https://github.com/api0cradle/UltimateAppLockerByPassList","PowerShell","1980","364","2017-07-11T20:36:42Z","2025-05-16T16:56:30Z"
"api0cradle/LOLBAS","Living Off The Land Binaries And Scripts - (LOLBins and LOLScripts)","https://github.com/api0cradle/LOLBAS","XSLT","1604","349","2018-04-18T10:04:50Z","2025-05-10T21:39:15Z"
"JavelinNetworks/HoneypotBuster",,"https://github.com/JavelinNetworks/HoneypotBuster","PowerShell","282","57","2017-07-22T15:40:44Z","2025-04-17T00:38:18Z"
"Neo23x0/Loki","Loki - Simple IOC and YARA Scanner","https://github.com/Neo23x0/Loki","Python","3533","596","2015-01-18T08:39:49Z","2025-05-18T11:52:48Z"
"r0r0x-xx/OSED-Pre",,"https://github.com/r0r0x-xx/OSED-Pre",,"183","40","2021-05-07T14:57:24Z","2025-05-06T11:39:05Z"
"r0r0x-xx/OSEP-Pre","This repository contains previous material necessary to opt for the OSEP (Evasion Techniques and Breaching Defenses) certification","https://github.com/r0r0x-xx/OSEP-Pre",,"161","26","2021-02-27T18:43:58Z","2025-05-08T00:01:36Z"
"ComplianceAsCode/content","Security automation content in SCAP, Bash, Ansible, and other formats","https://github.com/ComplianceAsCode/content","Shell","2432","738","2014-04-29T14:32:02Z","2025-05-18T01:55:40Z"
"TH3xACE/SUDO_KILLER","A tool designed to exploit a privilege escalation vulnerability in the sudo program on Unix-like systems. It takes advantage of a specific misconfiguration or flaw in sudo to gain elevated privileges on the system, essentially allowing a regular user to execute commands as the root user.","https://github.com/TH3xACE/SUDO_KILLER","Shell","2310","257","2018-12-07T21:08:02Z","2025-05-18T12:44:44Z"
"OISF/suricata","Suricata is a network Intrusion Detection System, Intrusion Prevention System and Network Security Monitoring engine developed by the OISF and the Suricata community.","https://github.com/OISF/suricata","C","5250","1533","2012-08-14T08:30:06Z","2025-05-18T03:01:59Z"
"Neo23x0/yarGen","yarGen is a generator for YARA rules","https://github.com/Neo23x0/yarGen","Python","1643","294","2013-12-28T15:10:05Z","2025-05-16T00:09:53Z"
"AlienVault-Labs/AlienVaultLabs","Alienvault Labs Projects Random Stuff","https://github.com/AlienVault-Labs/AlienVaultLabs","Python","520","141","2013-07-25T17:44:22Z","2025-04-28T01:01:16Z"
"MITRECND/chopshop","Protocol Analysis/Decoder Framework","https://github.com/MITRECND/chopshop","Python","492","111","2012-09-18T17:51:38Z","2025-04-17T00:48:12Z"
"samratashok/RACE","RACE is a PowerShell module for executing ACL attacks against Windows targets.","https://github.com/samratashok/RACE","PowerShell","223","62","2019-07-25T15:04:58Z","2025-05-13T12:54:04Z"
"samratashok/Deploy-Deception","A PowerShell module to deploy active directory decoy objects.","https://github.com/samratashok/Deploy-Deception","PowerShell","228","53","2018-10-16T17:33:15Z","2025-05-08T21:48:01Z"
"tedmdelacruz/recon-scripts","A simple reconnaissance framework for bug bounty hunting","https://github.com/tedmdelacruz/recon-scripts","Shell","35","6","2020-09-06T05:06:19Z","2024-02-20T20:03:18Z"
"CyberMonitor/APT_CyberCriminal_Campagin_Collections","APT & CyberCriminal Campaign Collection","https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections","YARA","3885","956","2017-02-11T06:58:00Z","2025-05-18T01:09:55Z"
"blackorbird/APT_REPORT","Interesting APT Report Collection And Some Special IOC","https://github.com/blackorbird/APT_REPORT","Python","2557","525","2019-04-02T01:58:52Z","2025-05-18T03:06:11Z"
"kbandla/APTnotes","Various public documents, whitepapers and articles about APT campaigns","https://github.com/kbandla/APTnotes",,"3573","881","2013-09-26T01:31:02Z","2025-05-17T12:30:53Z"
"cyber-research/APTMalware","APT Malware Dataset Containing over 3,500 State-Sponsored Malware Samples","https://github.com/cyber-research/APTMalware",,"327","79","2019-07-16T20:28:16Z","2025-05-15T04:05:44Z"
"elastic/logstash","Logstash - transport and process your logs, events, or other data","https://github.com/elastic/logstash","Java","14488","3520","2010-11-18T01:31:50Z","2025-05-18T04:24:19Z"
"elastic/elasticsearch","Free and Open Source, Distributed, RESTful Search Engine","https://github.com/elastic/elasticsearch","Java","72709","25211","2010-02-08T13:20:56Z","2025-05-18T12:33:13Z"
"elastic/kibana","Your window into the Elastic Stack","https://github.com/elastic/kibana","TypeScript","20491","8344","2013-01-26T04:00:59Z","2025-05-18T10:01:56Z"
"deviantony/docker-elk","The Elastic stack (ELK) powered by Docker and Compose.","https://github.com/deviantony/docker-elk","Shell","17822","6904","2014-11-18T20:07:47Z","2025-05-18T08:16:26Z"
"canix1/ADACLScanner","Repo for ADACLScan.ps1 - Your number one script for ACL's in Active Directory","https://github.com/canix1/ADACLScanner","PowerShell","1022","176","2017-04-06T12:28:37Z","2025-05-15T01:27:00Z"
"carlospolop/winPE","Windows privilege escalation with cmd","https://github.com/carlospolop/winPE","Batchfile","91","32","2019-02-11T19:05:58Z","2025-04-01T05:29:00Z"
"carlospolop/MalwareWorld","System based on +500 blacklists and 5 external intelligences to detect internet potencially malicious hosts","https://github.com/carlospolop/MalwareWorld","JavaScript","150","46","2018-04-22T14:02:06Z","2025-04-29T12:57:03Z"
"carlospolop/legion","Automatic Enumeration Tool based in Open Source tools","https://github.com/carlospolop/legion","Python","927","154","2019-06-08T13:24:39Z","2025-05-10T15:53:08Z"
"HackTricks-wiki/hacktricks","Welcome to the page where you will find each trick/technique/whatever I have learnt in CTFs, real life apps, and reading researches and news.","https://github.com/HackTricks-wiki/hacktricks","JavaScript","9848","2856","2020-07-15T15:40:37Z","2025-05-18T12:19:57Z"
"antonioCoco/RoguePotato","Another Windows Local Privilege Escalation from Service Account to System","https://github.com/antonioCoco/RoguePotato","C","1088","134","2020-05-10T17:38:28Z","2025-05-16T07:51:02Z"
"NetSPI/PowerShell","NetSPI PowerShell Scripts","https://github.com/NetSPI/PowerShell","PowerShell","332","108","2015-07-27T23:10:43Z","2025-05-13T02:48:21Z"
"NetSPI/PESecurity","PowerShell module to check if a Windows binary (EXE/DLL) has been compiled with ASLR, DEP, SafeSEH, StrongNaming, and Authenticode.","https://github.com/NetSPI/PESecurity","PowerShell","641","148","2014-06-10T18:55:05Z","2025-05-08T12:01:09Z"
"NetSPI/SQLInjectionWiki","A wiki focusing on aggregating and documenting various SQL injection methods","https://github.com/NetSPI/SQLInjectionWiki","HTML","779","149","2017-12-18T16:34:35Z","2025-05-15T23:08:22Z"
"gentilkiwi/kekeo","A little toolbox to play with Microsoft Kerberos in C","https://github.com/gentilkiwi/kekeo","C","1468","215","2015-01-13T21:24:09Z","2025-05-17T19:38:28Z"
"lucky-luk3/ActiveDirectory","Apuntes Pentesting a ActiveDirectory PentesterAcademy","https://github.com/lucky-luk3/ActiveDirectory","PowerShell","16","20","2019-06-09T18:29:34Z","2025-05-14T10:33:10Z"
"Mr-Un1k0d3r/SCShell","Fileless lateral movement tool that relies on ChangeServiceConfigA to run command","https://github.com/Mr-Un1k0d3r/SCShell","C","1500","247","2019-11-13T23:39:27Z","2025-05-17T16:19:55Z"
"antonioCoco/RunasCs","RunasCs - Csharp and open version of windows builtin runas.exe","https://github.com/antonioCoco/RunasCs","C#","1171","144","2019-08-08T20:18:18Z","2025-05-14T10:27:16Z"
"HarmJ0y/DAMP","The Discretionary ACL Modification Project: Persistence Through Host-based Security Descriptor Modification","https://github.com/HarmJ0y/DAMP","PowerShell","379","77","2018-04-06T22:13:58Z","2025-05-17T07:15:37Z"
"JohnHammond/ignition_key","This is a small BASH script to quickly setup all the tools I would want and need on a new machine.","https://github.com/JohnHammond/ignition_key","Shell","148","58","2018-01-24T00:11:55Z","2025-05-06T19:20:01Z"
"JohnHammond/ctf-katana","This repository aims to hold suggestions (and hopefully/eventually code) for CTF challenges. The ""project"" is nicknamed Katana.","https://github.com/JohnHammond/ctf-katana",,"2723","484","2018-02-02T05:11:24Z","2025-05-17T21:25:00Z"
"calebstewart/pwncat","Fancy reverse and bind shell handler","https://github.com/calebstewart/pwncat","Python","2750","271","2020-05-07T02:02:40Z","2025-05-18T05:21:16Z"
"cytopia/pwncat","pwncat - netcat on steroids with Firewall, IDS/IPS evasion, bind and reverse shell, self-injecting shell and port forwarding magic - and its fully scriptable with Python (PSE)","https://github.com/cytopia/pwncat","Shell","1862","215","2020-04-08T18:51:05Z","2025-05-18T10:48:18Z"
"StrangerealIntel/CyberThreatIntel","Analysis of malware and Cyber Threat Intel of APT and cybercriminals groups","https://github.com/StrangerealIntel/CyberThreatIntel","JavaScript","705","135","2019-08-20T14:29:38Z","2025-05-11T09:42:51Z"
"StrangerealIntel/DailyIOC","IOC from articles, tweets for archives","https://github.com/StrangerealIntel/DailyIOC","YARA","313","41","2019-11-18T09:57:59Z","2025-02-12T22:13:46Z"
"Azure/SimuLand","Understand adversary tradecraft and improve detection strategies","https://github.com/Azure/SimuLand","PowerShell","707","80","2021-04-07T07:04:41Z","2025-04-18T22:35:38Z"
"InQuest/awesome-yara","A curated list of awesome YARA rules, tools, and people.","https://github.com/InQuest/awesome-yara",,"3806","514","2017-08-23T18:55:11Z","2025-05-17T16:17:00Z"
"doomemacs/doomemacs","An Emacs framework for the stubborn martian hacker","https://github.com/doomemacs/doomemacs","Emacs Lisp","20430","3105","2014-07-12T09:29:52Z","2025-05-18T05:45:13Z"
"ecki/net-tools","Linux base networking tools","https://github.com/ecki/net-tools","C","266","101","2013-04-27T20:00:48Z","2025-05-17T20:39:38Z"
"godaddy/yara-rules","YARA rules for use with ProcFilter","https://github.com/godaddy/yara-rules",,"86","17","2016-06-16T23:13:13Z","2025-03-19T16:57:18Z"
"Xumeiquer/yara-forensics","Set of Yara rules for finding files using magics headers","https://github.com/Xumeiquer/yara-forensics","YARA","137","21","2017-04-26T10:59:56Z","2025-03-26T10:31:27Z"
"Neo23x0/yarAnalyzer","Yara Rule Analyzer and Statistics","https://github.com/Neo23x0/yarAnalyzer","Python","373","66","2015-06-16T20:36:06Z","2025-04-18T21:05:00Z"
"VirusTotal/yara","The pattern matching swiss knife","https://github.com/VirusTotal/yara","C","8766","1491","2012-12-06T15:33:08Z","2025-05-18T09:39:54Z"
"clong/DetectionLab","Automate the creation of a lab environment complete with security tooling and logging best practices","https://github.com/clong/DetectionLab","HTML","4752","997","2017-03-25T05:18:50Z","2025-05-17T16:59:20Z"
"SwiftOnSecurity/sysmon-config","Sysmon configuration file template with default high-quality event tracing","https://github.com/SwiftOnSecurity/sysmon-config",,"5004","1750","2017-02-01T18:49:36Z","2025-05-16T11:30:24Z"
"netevert/sentinel-attack","Tools to rapidly deploy a threat hunting capability on Azure Sentinel that leverages Sysmon and MITRE ATT&CK","https://github.com/netevert/sentinel-attack",,"1068","207","2019-05-30T18:47:36Z","2025-05-18T02:00:36Z"
"center-for-threat-informed-defense/adversary_emulation_library","An open library of adversary emulation plans designed to empower organizations to test their defenses based on real-world TTPs. ","https://github.com/center-for-threat-informed-defense/adversary_emulation_library","C","1893","330","2020-04-28T21:16:54Z","2025-05-18T01:57:24Z"
"AustralianCyberSecurityCentre/windows_event_logging","Windows Event Forwarding subscriptions, configuration files and scripts that assist with implementing ACSC's protect publication, Technical Guidance for Windows Event Logging.","https://github.com/AustralianCyberSecurityCentre/windows_event_logging","PowerShell","218","52","2017-07-17T05:28:01Z","2025-05-14T19:09:59Z"
"adrecon/ADRecon","ADRecon is a tool which gathers information about the Active Directory and generates a report which can provide a holistic picture of the current state of the target AD environment. ","https://github.com/adrecon/ADRecon","PowerShell","809","106","2018-12-15T13:00:09Z","2025-05-18T05:01:05Z"
"sense-of-security/ADRecon","ADRecon is a tool which gathers information about the Active Directory and generates a report which can provide a holistic picture of the current state of the target AD environment. ","https://github.com/sense-of-security/ADRecon","HTML","1807","293","2017-11-29T23:01:53Z","2025-05-16T22:18:56Z"
"decoder-it/juicy-potato","A sugared version of RottenPotatoNG, with a bit of juice, i.e. another Local Privilege Escalation tool, from a Windows Service Accounts to NT AUTHORITY\SYSTEM. ","https://github.com/decoder-it/juicy-potato","C++","63","12","2019-02-23T17:18:10Z","2025-04-17T00:39:00Z"
"da3mons/facebook-leak-wordlist","facebook leak wordlisit","https://github.com/da3mons/facebook-leak-wordlist",,"7","2","2021-04-07T08:58:16Z","2024-05-10T14:44:45Z"
"jwardsmith/CRTP-CRTE-Summary","My private CRTP & CRTE summary.","https://github.com/jwardsmith/CRTP-CRTE-Summary",,"1","0","2021-02-03T23:48:52Z","2025-05-09T11:56:13Z"
"jwardsmith/OSCP-Summary","My private OSCP summary.","https://github.com/jwardsmith/OSCP-Summary",,"1","0","2019-11-28T04:02:04Z","2025-05-09T11:55:15Z"
"netwrix/pingcastle","PingCastle - Get Active Directory Security at 80% in 20% of the time","https://github.com/netwrix/pingcastle","C#","2506","306","2018-08-31T17:42:48Z","2025-05-16T19:47:28Z"
"torvalds/linux","Linux kernel source tree","https://github.com/torvalds/linux","C","193718","55877","2011-09-04T22:48:12Z","2025-05-18T12:35:45Z"
"itm4n/PrivescCheck","Privilege Escalation Enumeration Script for Windows","https://github.com/itm4n/PrivescCheck","PowerShell","3281","466","2020-01-16T12:28:10Z","2025-05-17T13:59:29Z"
"ohpe/juicy-potato","A sugared version of RottenPotatoNG, with a bit of juice, i.e. another Local Privilege Escalation tool, from a Windows Service Accounts to NT AUTHORITY\SYSTEM. ","https://github.com/ohpe/juicy-potato","C++","2565","473","2018-07-27T13:48:09Z","2025-05-17T16:18:07Z"
"TimelineSec/ATTCK-Tools-library","TimelineSec ATT&CK ÕÀÑÕàÀÕ║ô","https://github.com/TimelineSec/ATTCK-Tools-library","Java","259","55","2020-05-20T01:52:12Z","2025-03-08T05:55:12Z"
"threatexpress/malleable-c2","Cobalt Strike Malleable C2 Design and Reference Guide","https://github.com/threatexpress/malleable-c2",,"1681","298","2018-08-14T14:19:43Z","2025-05-15T10:54:25Z"
"MichaelGrafnetter/DSInternals"," Directory Services Internals (DSInternals) PowerShell Module and Framework","https://github.com/MichaelGrafnetter/DSInternals","C#","1777","270","2015-12-25T13:23:05Z","2025-05-14T08:47:09Z"
