repo_full_name,repo_url,description,stars,list_name
Azure/SimuLand,https://github.com/Azure/SimuLand,Understand adversary tradecraft and improve detection strategies,707,VMs/Labs
clong/DetectionLab,https://github.com/clong/DetectionLab,Automate the creation of a lab environment complete with security tooling and logging best practices,4752,VMs/Labs
rapid7/metasploitable3,https://github.com/rapid7/metasploitable3,Metasploitable3 is a VM that is built from the ground up with a large amount of security vulnerabilities.,5033,VMs/Labs
mandiant/ThreatPursuit-VM,https://github.com/mandiant/ThreatPursuit-VM,"Threat Pursuit Virtual Machine (VM): A fully customizable, open-sourced Windows-based distribution focused on threat intelligence analysis and hunting designed for intel and malware analysts as well as threat hunters to get up and running quickly.",1266,VMs/Labs
Security-Onion-Solutions/security-onion,https://github.com/Security-Onion-Solutions/security-onion,"Security Onion 16.04 - Linux distro for threat hunting, enterprise security monitoring, and log management",3085,VMs/Labs
beefproject/beef,https://github.com/beefproject/beef,The Browser Exploitation Framework Project,10219,Web Application Penetration Testing
hatRiot/clusterd,https://github.com/hatRiot/clusterd,application server attack toolkit,685,Web Application Penetration Testing
mgeeky/tomcatWarDeployer,https://github.com/mgeeky/tomcatWarDeployer,Apache Tomcat auto WAR deployment & pwning penetration testing tool.,428,Web Application Penetration Testing
veracode-research/rogue-jndi,https://github.com/veracode-research/rogue-jndi,A malicious LDAP server for JNDI injection attacks,1036,Web Application Penetration Testing
pwntester/ysoserial,https://github.com/pwntester/ysoserial,A proof-of-concept tool for generating payloads that exploit unsafe Java object deserialization.,11,Web Application Penetration Testing
trufflesecurity/xsshunter,https://github.com/trufflesecurity/xsshunter,,450,Web Application Penetration Testing
mzfr/liffy,https://github.com/mzfr/liffy,Local file inclusion exploitation tool,865,Web Application Penetration Testing
OsandaMalith/LFiFreak,https://github.com/OsandaMalith/LFiFreak,A unique automated LFi Exploiter with Bind/Reverse Shells,279,Web Application Penetration Testing
D35m0nd142/LFISuite,https://github.com/D35m0nd142/LFISuite,Totally Automatic LFI Exploiter (+ Reverse Shell) and Scanner ,1813,Web Application Penetration Testing
enjoiz/XXEinjector,https://github.com/enjoiz/XXEinjector,Tool for automatic exploitation of XXE vulnerability using direct and different out of band methods.,1632,Web Application Penetration Testing
vladko312/SSTImap,https://github.com/vladko312/SSTImap,Automatic SSTI detection tool with interactive interface,1071,Web Application Penetration Testing
epinna/tplmap,https://github.com/epinna/tplmap,Server-Side Template Injection and Code Injection Detection and Exploitation Tool,3935,Web Application Penetration Testing
tarunkant/Gopherus,https://github.com/tarunkant/Gopherus,This tool generates gopher link for exploiting SSRF and gaining RCE in various servers,3078,Web Application Penetration Testing
swisskyrepo/SSRFmap,https://github.com/swisskyrepo/SSRFmap,Automatic SSRF fuzzer and exploitation tool,3197,Web Application Penetration Testing
projectdiscovery/interactsh,https://github.com/projectdiscovery/interactsh,An OOB interaction gathering server and client library,3765,Web Application Penetration Testing
aancw/spose,https://github.com/aancw/spose,Squid Pivoting Open Port Scanner,73,Web Application Penetration Testing
shiblisec/Kyubi,https://github.com/shiblisec/Kyubi,"A tool to discover and exploit Nginx alias traversal misconfiguration, the tool can bruteforce the URL path recursively to find out hidden files and directories.",125,Web Application Penetration Testing
AgainstTheWest/NginxDay,https://github.com/AgainstTheWest/NginxDay,Nginx 18.1 04/09/22 zero-day repo,372,Web Application Penetration Testing
stark0de/nginxpwner,https://github.com/stark0de/nginxpwner,Nginxpwner is a simple tool to look for common Nginx misconfigurations and vulnerabilities.,1540,Web Application Penetration Testing
Immersive-Labs-Sec/CentOS-WebPanel,https://github.com/Immersive-Labs-Sec/CentOS-WebPanel,Proof of concepts scripts for vulnerabilities in CentOS Web Panel,4,Web Application Penetration Testing
caido/caido,https://github.com/caido/caido,"🚀 Caido releases, wiki and roadmap",1552,Web Application Penetration Testing
s0md3v/Arjun,https://github.com/s0md3v/Arjun,HTTP parameter discovery suite.,5629,Web Application Penetration Testing
devanshbatham/ParamSpider,https://github.com/devanshbatham/ParamSpider, Mining URLs from dark corners of Web Archives for bug hunting/fuzzing/further probing ,2723,Web Application Penetration Testing
hakluke/hakrawler,https://github.com/hakluke/hakrawler,"Simple, fast web crawler designed for easy, quick discovery of endpoints and assets within a web application",4708,Web Application Penetration Testing
stamparm/identYwaf,https://github.com/stamparm/identYwaf,Blind WAF identification tool,676,Web Application Penetration Testing
maK-/parameth,https://github.com/maK-/parameth,This tool can be used to brute discover GET and POST parameters,1371,Web Application Penetration Testing
zseano/InputScanner,https://github.com/zseano/InputScanner,,243,Web Application Penetration Testing
projectdiscovery/httpx,https://github.com/projectdiscovery/httpx,httpx is a fast and multi-purpose HTTP toolkit that allows running multiple probes using the retryablehttp library.,8494,Web Application Penetration Testing
v8blink/Chromium-based-XSS-Taint-Tracking,https://github.com/v8blink/Chromium-based-XSS-Taint-Tracking,Cyclops 是一款具有 XSS 检测功能的浏览器,120,Web Application Penetration Testing
DanMcInerney/xsscrapy,https://github.com/DanMcInerney/xsscrapy,XSS spider - 66/66 wavsep XSS detected,1701,Web Application Penetration Testing
shawarkhanethicalhacker/BruteXSS-1,https://github.com/shawarkhanethicalhacker/BruteXSS-1,BruteXSS - Cross-Site Scripting Bruteforcer,65,Web Application Penetration Testing
cure53/DOMPurify,https://github.com/cure53/DOMPurify,"DOMPurify - a DOM-only, super-fast, uber-tolerant XSS sanitizer for HTML, MathML and SVG. DOMPurify works with a secure default, but offers a lot of configurability and hooks. Demo:",15171,Web Application Penetration Testing
payloadbox/sql-injection-payload-list,https://github.com/payloadbox/sql-injection-payload-list,🎯 SQL Injection Payload List,5463,Web Application Penetration Testing
payloadbox/csv-injection-payloads,https://github.com/payloadbox/csv-injection-payloads,🎯 CSV Injection Payloads,217,Web Application Penetration Testing
payloadbox/ssti-payloads,https://github.com/payloadbox/ssti-payloads,🎯 Server Side Template Injection Payloads,652,Web Application Penetration Testing
payloadbox/command-injection-payload-list,https://github.com/payloadbox/command-injection-payload-list,🎯 Command Injection Payload List,3291,Web Application Penetration Testing
payloadbox/rfi-lfi-payload-list,https://github.com/payloadbox/rfi-lfi-payload-list,🎯 RFI/LFI Payload List,590,Web Application Penetration Testing
payloadbox/directory-payload-list,https://github.com/payloadbox/directory-payload-list,🎯 Directory Payload List,171,Web Application Penetration Testing
payloadbox/open-redirect-payload-list,https://github.com/payloadbox/open-redirect-payload-list,🎯 Open Redirect Payload List,589,Web Application Penetration Testing
rajeshmajumdar/BruteXSS,https://github.com/rajeshmajumdar/BruteXSS,BruteXSS is a tool written in python simply to find XSS vulnerabilities in web application. This tool was originally developed by Shawar Khan in CLI. I just redesigned it and made it GUI for more convienience.,533,Web Application Penetration Testing
scrapy/scrapy,https://github.com/scrapy/scrapy,"Scrapy, a fast high-level web crawling & scraping framework for Python.",55224,Web Application Penetration Testing
PortSwigger/turbo-intruder,https://github.com/PortSwigger/turbo-intruder,Turbo Intruder is a Burp Suite extension for sending large numbers of HTTP requests and analyzing the results.,1603,Web Application Penetration Testing
xiv3r/Burpsuite-Professional,https://github.com/xiv3r/Burpsuite-Professional,Latest Burpsuite Professional Version 2025.*.*,719,Web Application Penetration Testing
thewhiteh4t/FinalRecon,https://github.com/thewhiteh4t/FinalRecon,All In One Web Recon,2444,Web Application Penetration Testing
bhavsec/reconspider,https://github.com/bhavsec/reconspider,"🔎 Most Advanced Open Source Intelligence (OSINT) Framework for scanning IP Address, Emails, Websites, Organizations.",2275,Web Application Penetration Testing
d3mondev/puredns,https://github.com/d3mondev/puredns,Puredns is a fast domain resolver and subdomain bruteforcing tool that can accurately filter out wildcard subdomains and DNS poisoned entries.,1866,Web Application Penetration Testing
tomnomnom/assetfinder,https://github.com/tomnomnom/assetfinder,Find domains and subdomains related to a given domain,3278,Web Application Penetration Testing
fwaeytens/dnsenum,https://github.com/fwaeytens/dnsenum,dnsenum is a perl script that enumerates DNS information,636,Web Application Penetration Testing
mschwager/fierce,https://github.com/mschwager/fierce,A DNS reconnaissance tool for locating non-contiguous IP space.,1681,Web Application Penetration Testing
binarytrails/xprobe2,https://github.com/binarytrails/xprobe2,,24,Web Application Penetration Testing
epsylon/xsser,https://github.com/epsylon/xsser,"Cross Site ""Scripter"" (aka XSSer) is an automatic -framework- to detect, exploit and report XSS vulnerabilities in web-based applications.",1308,Web Application Penetration Testing
six2dez/reconftw,https://github.com/six2dez/reconftw,reconFTW is a tool designed to perform automated recon on a target domain by running the best set of tools to perform scanning and finding out vulnerabilities,6269,Web Application Penetration Testing
BullsEye0/dorks-eye,https://github.com/BullsEye0/dorks-eye,"Dorks Eye Google Hacking Dork Scraping and Searching Script. Dorks Eye is a script I made in python 3. With this tool, you can easily find Google Dorks. Dork Eye collects potentially vulnerable web pages and applications on the Internet or other awesome info that is picked up by Google's search bots. Author: Jolanda de Koff",686,Web Application Penetration Testing
edoardottt/cariddi,https://github.com/edoardottt/cariddi,"Take a list of domains, crawl urls and scan for endpoints, secrets, api keys, file extensions, tokens and more",1673,Web Application Penetration Testing
edoardottt/scilla,https://github.com/edoardottt/scilla,Information Gathering tool - DNS / Subdomains / Ports / Directories enumeration,1009,Web Application Penetration Testing
pgaijin66/XSS-Payloads,https://github.com/pgaijin66/XSS-Payloads,This repository holds all the list of advanced XSS payloads that can be used in penetration testing. These payloads can be loaded into XSS scanners as well.,1064,Web Application Penetration Testing
KathanP19/HowToHunt,https://github.com/KathanP19/HowToHunt,Collection of methodology and test case for various web vulnerabilities.,6393,Web Application Penetration Testing
daeken/SSRFTest,https://github.com/daeken/SSRFTest,SSRF testing tool,245,Web Application Penetration Testing
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,Automatic SQL injection and database takeover tool,34156,Web Application Penetration Testing
frohoff/ysoserial,https://github.com/frohoff/ysoserial,A proof-of-concept tool for generating payloads that exploit unsafe Java object deserialization.,8214,Web Application Penetration Testing
codingo/NoSQLMap,https://github.com/codingo/NoSQLMap,Automated NoSQL database enumeration and web application exploitation tool.,3057,Web Application Penetration Testing
infosec-au/altdns,https://github.com/infosec-au/altdns,"Generates permutations, alterations and mutations of subdomains and then resolves them",2411,Web Application Penetration Testing
yassineaboukir/sublert,https://github.com/yassineaboukir/sublert,Sublert is a security and reconnaissance tool which leverages certificate transparency to automatically monitor new subdomains deployed by specific organizations and issued TLS/SSL certificate.,1005,Web Application Penetration Testing
v0re/dirb,https://github.com/v0re/dirb,Web Fuzzer,402,Web Application Penetration Testing
urbanadventurer/WhatWeb,https://github.com/urbanadventurer/WhatWeb,Next generation web scanner,5876,Web Application Penetration Testing
erbbysam/DNSGrep,https://github.com/erbbysam/DNSGrep,Quickly Search Large DNS Datasets,584,Web Application Penetration Testing
AlephNullSK/dnsgen,https://github.com/AlephNullSK/dnsgen,DNSGen is a powerful and flexible DNS name permutation tool designed for security researchers and penetration testers. It generates intelligent domain name variations to assist in subdomain discovery and security assessments.,975,Web Application Penetration Testing
